tweet_id;mentioned_user_id
1344560613578694656;1026784465
1344560613578694656;849294040017379328
1344560613578694656;719324795167309827
1344560613586997250;770331719081816064
1344560613587111937;1317248418402557953
1344560617764630530;3059246121
1344560617768640513;78661722
1344560621950545920;1227639598265896961
1344560621963120640;753194156609110017
1344560621963128832;239130036
1344560621963128832;267265936
1344560621963128832;2173215501
1344560621963128832;3144971237
1344560621963128832;871686942
1344560626140635137;1311288471235985409
1344560626140635137;1266407735123476480
1344560626140635137;427929010
1344560634537631744;1222007086831325184
1344560634541707268;1318977483681763328
1344560638757117952;190793055
1344560638757117952;28014240
1344560638757117952;195547959
1344560642926239746;758338956203134976
1344560642951413760;1070629528983220225
1344560642938859520;901235330027749377
1344560642951315456;1169025294642102274
1344560642955436034;1330793844133163014
1344560642947092481;1216590891424501762
1344560647120572419;1230094695474384897
1344560651331629056;294796671
1344560651331629056;12181992
1344560651331629056;1048121984310280192
1344560651331629056;2567340473
1344560651318951936;1025363221
1344560651339894784;1209464577668239361
1344560651327344640;335141638
1344560655517577217;33339694
1344560655513186306;2695938894
1344560655513186306;20812193
1344560655513186306;1239656978495856641
1344560655513186306;21525682
1344560655513186306;42836999
1344560655513186306;11394882
1344560655517548544;1551440634
1344560655508987906;17919972
1344560655508987906;80144576
1344560659711676417;896699029077229569
1344560659715948544;1233755710757851136
1344560668100456448;1281728953334595584
1344560668100456448;1181897121068437505
1344560668092096517;5988062
1344560668091895809;520238182
1344560668117123073;1336315075229933568
1344560668108857351;1122348104324280320
1344560668108857351;1301880166512115712
1344560672298864641;1295305220134559745
1344560672298864641;3129056526
1344560676472299520;1274173862494662657
1344560676488925184;1326024963543871488
1344560676480532482;982879075084701696
1344560676472176640;1169917451586326528
1344560680666607618;1248547598723690496
1344560680687566850;1266655454517739520
1344560680674992133;1279515361734537222
1344560684860846081;115769153
1344560684865089537;234126035
1344560684869292033;367768541
1344560689071976460;1297974363690434561
1344560689055215618;122493624
1344560689055215618;1122093087424155649
1344560689084567552;558797310
1344560689084567552;531360691
1344560693278892034;96516434
1344560693278892034;3097846246
1344560693282918401;1169917451586326528
1344560697473196033;1286450308705660929
1344560697464774656;1230840416930598913
1344560697464774656;863510806889103360
1344560697468801024;2574016458
1344560697481564160;57320024
1344560697477189632;1323745964402900994
1344560697477189632;1957125536
1344560701658959874;10228272
1344560705857613826;1280857765645135872
1344560705849098243;2501826636
1344560710039318533;1344142332036149248
1344560710039318533;2339878250
1344560710026727426;323997469
1344560710034935809;923361327883669504
1344560710064472064;203147106
1344560718436331522;2453791686
1344560718436294658;2257546388
1344560718427766785;1143633114067079168
1344560722626420736;239402040
1344560722626420736;18539196
1344560722626420736;19704431
1344560722618036224;1269048465285419008
1344560722643189761;25029495
1344560722626297862;1264005017427566592
1344560722626297862;1331222585523113984
1344560722643091457;1266218049088000002
1344560722643091457;1277040792385630209
1344560722647257088;1409798257
1344560722622103553;3318020458
1344560722622103553;1232660788151586817
1344560726837493760;1271221298711212037
1344560726833311745;89236032
1344560726812200961;1051136714360553472
1344560726833209344;1294165891223924738
1344560731036020736;3395181400
1344560735230242817;302355081
1344560735217733632;1343931598136365061
1344560735217733632;226944459
1344560735209316352;1228431441278664705
1344560735209316352;1035713995
1344560735209316352;726178303
1344560735213522944;1214812277762904064
1344560735213522944;409030158
1344560735213522944;1147483120716959744
1344560735225954304;58487473
1344560735221809152;856135364880334849
1344560735221809152;25073877
1344560735221809152;1209936918
1344560739395244032;31173665
1344560739420291072;984893876153520130
1344560739386847240;1241442542366781440
1344560743580987392;994235507855904768
1344560747804827650;1295583866917392384
1344560751973957633;762389795037294592
1344560751973957633;2352629311
1344560756172451846;1337271505520971777
1344560756168265728;1308224410017464320
1344560756189253633;1008304155197362176
1344560760366788608;20362684
1344560760370782210;1343395032598867971
1344560760366587904;1247853905435709448
1344560760379338752;868856499849883651
1344560764586250240;161633966
1344560764586250240;214573825
1344560764586250240;35936504
1344560764586082310;1283807726221418498
1344560764586082310;1273850774380883975
1344560764560965632;1006064993282842624
1344560768751181825;1487974699
1344560768772136960;860904448343891972
1344560768776212480;1283806656510357504
1344560768755277825;930753596391538688
1344560768755277825;228535666
1344560768763580420;1189667981745381377
1344560768763580420;1385911
1344560768763580420;1333885411622531074
1344560772974862337;3256797111
1344560772953862145;69611245
1344560772953862145;2327030764
1344560772953866242;1186606653535211520
1344560772953866242;1186289805421879297
1344560772953866242;1306585744845152257
1344560772953866242;35804894
1344560777156562944;1270237706816294912
1344560781329899520;1002455178983936000
1344560781334081538;1074483693673213952
1344560781363466240;146008010
1344560785528397824;745787649579843584
1344560785528397824;2794571662
1344560785549352961;171977969
1344560785528299520;180493678
1344560789735268352;1298542997286649856
1344560789743611904;753974916664352770
1344560789739302914;939750048
1344560789739302914;2896853490
1344560789730906113;1314203921439584257
1344560789739302915;1169917451586326528
1344560789739302915;522015496
1344560789739302915;136396305
1344560789739302915;3018172849
1344560793912807426;804002761151049728
1344560793921216512;2811522621
1344560793946304512;1266506344082931719
1344560793946304512;33650652
1344560793937965056;19909716
1344560793937965056;107703911
1344560793937965056;249907146
1344560793925292032;1337017476131909634
1344560793912709121;1142055584746942465
1344560798107136005;903976404957712385
1344560798119694336;306162968
1344560798119694336;318576175
1344560798128078848;984301467359170564
1344560798106980352;1260539898857054208
1344560798106980352;1344299111445532680
1344560802339106816;1139548237314940930
1344560802313986056;2324513369
1344560802313986056;934860197817962496
1344560802339164160;1182042936181235712
1344560802322403333;1126110172307390464
1344560802322403333;1128180511
1344560802322403333;1203299424266526721
1344560802322403333;1038935382
1344560802322403333;63888830
1344560802301435906;10228272
1344560806512492544;1284118803589115905
1344560806512365569;1086301796148989952
1344560806508208128;1238413930051108865
1344560806495625216;818927131883356161
1344560810706788352;1304458487833989122
1344560814909489152;923578168656752641
1344560814884270080;2890434229
1344560814896918528;52571289
1344560814896918528;3166645871
1344560814896918528;14247155
1344560814892568581;1283841890295574528
1344560814892568581;1059327333532749824
1344560814892568581;1083198663424237569
1344560814909390848;2193948799
1344560814909390848;429437160
1344560814909390848;1204042904228048896
1344560814909390848;1099609588314206209
1344560819095396353;83627955
1344560819095396353;1134402560411013120
1344560819095396353;180505807
1344560819103801345;15949817
1344560823302316033;242821379
1344560823289737218;1220007890913640450
1344560823277027328;74609379
1344560823297929222;1140169579500412928
1344560823297929222;867023029989130240
1344560823289610240;893712207371948033
1344560823289610240;535076489
1344560827479814146;799994784941305856
1344560827496595456;90806116
1344560827492347905;1014305804994916357
1344560827496452096;1325275016917868544
1344560827475456000;627568524
1344560827475456000;10228272
1344560827479670784;53422989
1344560831665737730;2435687593
1344560831682363392;1308254869975826433
1344560831674028033;1283841890295574528
1344560831674028033;1059327333532749824
1344560831674028033;1083198663424237569
1344560835872567296;1160524621407543298
1344560835872649216;912528424178032640
1344560835881021441;246014537
1344560835881021441;1265303841458831361
1344560835881021441;1325563478
1344560835859861511;1315553028682858496
1344560835872444418;1179071640782565376
1344560840062640131;1320970758391169024
1344560840070991874;1330574076952281088
1344560844244463616;1088846045751271425
1344560844256886784;962650783182331904
1344560844244283392;1041369560086007809
1344560844244283392;2860160796
1344560848472322048;1097448668007931905
1344560848472322048;36061357
1344560848472133634;1232571983705059328
1344560848472133634;418346918
1344560848472133634;1022060726
1344560848472133634;384861654
1344560852658216960;2507144761
1344560856839966722;948802535778693120
1344560856839892993;1344287028314329089
1344560856856752128;994514778445041664
1344560856865058817;153648009
1344560856865058817;1245770674154676224
1344560856865058817;1090557088441475072
1344560856865058817;2465958361
1344560861025857536;10228272
1344560861050855424;1325046107458691072
1344560861059362816;1148493793613606912
1344560861050880001;357211620
1344560861050880001;2290515915
1344560865249521664;171632127
1344560865232605185;1298862755743580160
1344560865232605185;45730615
1344560865215795201;1169025294642102274
1344560869435351040;1278196110658424833
1344560869435351040;1268037559281541120
1344560869435351040;72888855
1344560873612976128;1337009186752884737
1344560873633886209;1219667216657940480
1344560873633886209;65056510
1344560873633886209;3363786411
1344560873621180416;215207998
1344560873621180416;48865126
1344560877807276033;235196204
1344560877819727874;758018866152824832
1344560877811339266;1309671367797739520
1344560877811339266;1240627844868268033
1344560877811339266;37034483
1344560877828128769;1137918145476173824
1344560882026598400;1268082092350386176
1344560881993097217;736571322923286529
1344560881997213698;384872690
1344560886191706112;833822132173934593
1344560886212661250;991106028065341440
1344560894576103424;889388293686792192
1344560894609555457;19895209
1344560898791231488;1290062685279850497
1344560902972923905;1299803475094704130
1344560902972923905;1240627844868268033
1344560902972923905;37034483
1344560911370092544;745642481438593024
1344560911374290944;1112630632155234306
1344560911374290944;1318948287077093378
1344560911374290944;1122577310853533698
1344560911390969856;1246348924572463105
1344560911369965568;1323271605624004611
1344560911378313216;1169917451586326528
1344560911378313216;522015496
1344560911378313216;136396305
1344560911378313216;3018172849
1344560915560148994;1321569332476850176
1344560915576971265;1292422392044814337
1344560915576971265;1086370253968474112
1344560915581173760;15819466
1344560915547492353;1445232924
1344560919754452992;700615001
1344560919779573760;791634483074125825
1344560919779495936;1127348984295518208
1344560923957202946;2938852835
1344560923973971968;2887077099
1344560923957202945;60606206
1344560923957202945;19644592
1344560923948634112;985524472819007489
1344560928138928130;986660274697416704
1344560928142938112;826291220259299328
1344560928147218435;994393401951899648
1344560928130355201;1086099204009836545
1344560932333248512;859990003945848833
1344560936548511745;1190694050506190851
1344560936523354112;82056281
1344560936523354112;91096435
1344560940746944512;138173803
1344560940747010049;11744152
1344560940734271489;857390791609602048
1344560940726018053;98992586
1344560940726018053;10228272
1344560940713353218;1313044752552525825
1344560944916156417;480729189
1344560944945500165;603344194
1344560944945500165;3540699975
1344560944945500165;150397679
1344560944928591872;3207641722
1344560949118853120;843597920612114433
1344560949118853120;948946378939609089
1344560949118853120;1331664217548742658
1344560949127041024;265871316
1344560953325572097;1189446547622125571
1344560953321394176;1292252004526354432
1344560957511516161;1153864328983957504
1344560957524070401;1686470941
1344560957511540736;1167484529633660928
1344560957519872000;357211620
1344560961714331649;29873662
1344560961718513665;708547683653459968
1344560961718513665;96941094
1344560961718513665;126955629
1344560961722621952;1136526819778211840
1344560961722716161;165033159
1344560961722716161;168683422
1344560965879287808;810051219288944640
1344560970090348544;2822835892
1344560970102837250;1323544018253275136
1344560970111152130;1169917451586326528
1344560974305652741;162033344
1344560974305648645;1053337779961319425
1344560974305648645;896455429479378944
1344560974276149249;20015311
1344560974280282112;1169917451586326528
1344560974280282112;522015496
1344560974280282112;136396305
1344560974280282112;3018172849
1344560982660669440;884782446423801858
1344560982677364736;962732323094511617
1344560982668918786;6323932
1344560986850795520;129102310
1344560986871758849;2748816030
1344560986850791424;1227773327248412672
1344560986850791424;18927441
1344560991065972736;255812611
1344560995264565249;807095
1344560995264565249;10228272
1344560995243491331;86540574
1344560995243491331;1156765553958117382
1344560995243491331;199585507
1344560995243491331;2951561761
1344560995260239873;1263667571980713985
1344560999458861056;1255223925358895106
1344560999433723907;2307509598
1344560999433723907;2574095940
1344560999433723907;1336083239157501955
1344560999433723907;1327990107236945921
1344560999433723907;1343227254034333699
1344560999433723907;1150587663713558528
1344560999433723907;736989573201301504
1344561003640414208;292747917
1344561003640414208;2596942837
1344561007859961863;1309381320880070656
1344561016210919425;1296839312256843782
1344561016219250688;1248813747025645568
1344561016227598338;351603202
1344561020417830912;1072864680551444481
1344561020434411520;1199807568266366977
1344561024616308737;240153406
1344561028798025729;1296478973149364224
1344561028798025729;2381777791
1344561028831588353;796267393706180608
1344561028810600448;1262781167293661184
1344561028831408130;3243592250
1344561033025892354;60836293
1344561041385148417;1150223336909221888
1344561041401933825;803889065074552833
1344561041401933825;1028857722672836610
1344561041376641024;288277167
1344561041389154304;10228272
1344561041401913345;861385758774579200
1344561045575229441;1175888313858842625
1344561045583622145;1318356125763489793
1344561045608615936;14308180
1344561049786343424;5404442
1344561049773727744;1279734479985078273
1344561049777754113;1210358954288537600
1344561049786146816;75610842
1344561053989011458;1312793625227677696
1344561058166444034;3478057814
1344561062365040641;1248044982352506881
1344561062365040641;169686021
1344561062348083200;707850792917544960
1344561066576138240;1106193729235402753
1344561066546589696;755689603
1344561066563420162;383617024
1344561070741086208;1322208819339005952
1344561070762029057;1094330083
1344561070749450240;1003814475693281280
1344561070749450240;7311232
1344561070740893696;1283912379038916613
1344561070740914176;409408070
1344561070745079810;933943460536750082
1344561074964717568;1270559455621586946
1344561074952089601;704608114843238400
1344561074952089601;2149988200
1344561074952089601;4924995525
1344561074956242945;2888688779
1344561074931023872;926680717286715392
1344561074931023872;335141638
1344561074943606786;1075315819481944064
1344561074930999296;2280635569
1344561079142264832;1311443298595340288
1344561079163052033;1277409878655463426
1344561079163052033;1059327333532749824
1344561079163052033;1083198663424237569
1344561083353333760;1270181229627924482
1344561083344818182;3148026881
1344561087547666432;32673963
1344561091716780032;849779665451352064
1344561091746082817;1176129016912330754
1344561091741933568;1081250052146896897
1344561091741933568;15438913
1344561091746156547;1563271657
1344561095936249857;937970179845304320
1344561095932063745;1048798474362392577
1344561095936102403;38542114
1344561100097003521;39452817
1344561100113793024;1333909941032194051
1344561100113793024;1323283811384385536
1344561100134752256;2304275007
1344561100101197824;1623349428
1344561100096868355;1296959759795380225
1344561100101095424;129455948
1344561100101095424;54436268
1344561104299712512;1337156992608112640
1344561104295518208;1139381000725680129
1344561104308084737;1341378352662401028
1344561104303706116;79401897
1344561104303706116;37655321
1344561104328900609;125037168
1344561104328900609;736795895006531585
1344561108514992128;2616459307
1344561112696709120;2478146555
1344561112692400129;1312247999213387777
1344561112692400129;1325839257806598144
1344561112692400129;1317976561149222912
1344561112692400129;1265651087442210818
1344561112692400129;916971964530548736
1344561116886814720;1034971231261523968
1344561116907786241;19017675
1344561116911816705;588454126
1344561116907593728;1027109689
1344561116878311424;80802900
1344561116878311424;36924726
1344561121089433600;1331486644361302019
1344561121089433600;343627165
1344561121072541699;1329462393231929344
1344561121106292737;1147016391792451585
1344561121106292737;1323890953514590208
1344561121106292737;285577145
1344561121106292737;830195087078518785
1344561121106292737;1137667972380667905
1344561121106292737;931634107926401024
1344561121106292737;69231187
1344561121106292737;355696940
1344561121106292737;2739774707
1344561121106292737;96941094
1344561121106292737;956732490
1344561121106292737;2252508086
1344561121106292737;1308651976109043712
1344561121076776960;1331180814088900608
1344561121076776960;1059327333532749824
1344561121076776960;1083198663424237569
1344561125266886657;1266333999271571456
1344561125266886657;1059327333532749824
1344561125266886657;1083198663424237569
1344561129482313729;1075785430103154688
1344561129478098944;759251
1344561129469607936;1102336569082408960
1344561129465511936;1172990359292514306
1344561133659815939;483078888
1344561133655650304;461186219
1344561137874976770;1302814297425195009
1344561137870909442;839427558634553345
1344561137870909442;377212872
1344561137870909442;513434472
1344561137870909442;732376167139794944
1344561137870909442;1234096827022168067
1344561137870909442;1116337281080512513
1344561137870909442;2847353697
1344561137870909442;2827211682
1344561137870909442;64566777
1344561137870909442;1136665098595053569
1344561137870909442;2806467596
1344561137870909442;1671513354
1344561137870909442;1722293946
1344561137870909442;1255675454696103937
1344561137870909442;1122841112211795968
1344561137870909442;35357500
1344561137870909442;523627065
1344561137870909442;21144511
1344561137862365184;1169917451586326528
1344561137862365184;522015496
1344561137862365184;136396305
1344561137862365184;3018172849
1344561137870782465;1190902914002243585
1344561137854144513;198620334
1344561137854144513;1240450485594841090
1344561137854144513;1298319403730317316
1344561137854144513;16385605
1344561137854144513;1278680999107473410
1344561137854144513;823648093442899970
1344561137854144513;1259943456446832641
1344561137854144513;1287642650527571968
1344561137854144513;1278877410528653312
1344561137854144513;1271958220832010241
1344561137854144513;1853047993
1344561137854144513;1286075804351258624
1344561137854144513;1296042726392311808
1344561137854144513;1240483656688377856
1344561137854144513;1218986191216955393
1344561137854144513;1277695182461435908
1344561137854144513;1271462990647300101
1344561137854144513;1306021102544662528
1344561137854144513;1246436952708132864
1344561137854144513;1258858646
1344561137854144513;827977828570370053
1344561137854144513;1158297750808797184
1344561142044229634;21410672
1344561142044229634;1205547869140328449
1344561142052618240;1261049090240118785
1344561142048419840;967698513504153600
1344561142048419840;122510450
1344561142048419840;859917021571686401
1344561142048419840;1099800759464611841
1344561142048419840;1682945065
1344561142060863488;904000476382990340
1344561142060863488;1035618767949193216
1344561142069415937;3600910213
1344561142069415937;1270057860198588416
1344561142069415937;23540244
1344561142039941123;2886811389
1344561142077640705;232783642
1344561142048247810;888611739184451585
1344561142048247810;1059327333532749824
1344561142048247810;1083198663424237569
1344561146242756610;1161579228581847040
1344561146267922433;2501309336
1344561146242756609;1230910137075978242
1344561146255163392;357211620
1344561150462025730;25923939
1344561150441058304;1197526315102068737
1344561150441058304;1059327333532749824
1344561150441058304;1083198663424237569
1344561150453694466;1291055542757187586
1344561150432661504;1325695942427725825
1344561154643918848;1267516120271028224
1344561154648014848;619133641
1344561154635354114;1075866939094958081
1344561154639609857;3038240157
1344561154639609857;1282735813441265664
1344561158825586690;2918148194
1344561163019939840;1342099152478613505
1344561163023990784;709196220497928192
1344561163023990784;735469747538513921
1344561163023990784;3164218994
1344561163023990784;4910991235
1344561163023990784;1406519707
1344561163023990784;726349058801995776
1344561163019796480;83522421
1344561163019796480;712453617601671168
1344561167231037441;1251380121610534913
1344561167222640641;815298995027202048
1344561171416850432;1316262618466639872
1344561175594491905;1314210485105881088
1344561175594491905;1218137448523300870
1344561175619645440;1335686212351262720
1344561175632162816;3294832179
1344561175594291200;1042030030140796928
1344561175602741249;17206078
1344561179788779520;2925136264
1344561179788779520;852919230
1344561179826515969;1131508472607068160
1344561184003993600;1153263019964719104
1344561184004046849;1118019922108370945
1344561184004046849;1256083274193133571
1344561184004046849;1294570554855510017
1344561184004046849;1283564044905885697
1344561184004046849;1278131645317435393
1344561184004046849;2623871254
1344561184004046849;1265052957382332416
1344561184004046849;874085209385443329
1344561184004046849;1255920368327458816
1344561184004046849;979026597578604544
1344561184004046849;1264654353677369351
1344561184004046849;43601834
1344561184004046849;2330409604
1344561184004046849;19081489
1344561184004046849;1115726343465869317
1344561184004046849;1178360596200411136
1344561184004046849;149578233
1344561184004046849;1224566569319239680
1344561184004046849;2485895035
1344561184004046849;1242931435905769472
1344561184004046849;239106955
1344561184004046849;1199511789253226497
1344561184004046849;1083180267399929858
1344561184004046849;1268592237945868290
1344561184004046849;1281765092007112704
1344561184004046849;1341043633605255171
1344561184004046849;900794905
1344561184004046849;28270381
1344561184004046849;31224491
1344561184004046849;839684628944388096
1344561184004046849;800940931
1344561183995482112;1260482326917779456
1344561183995482112;612750924
1344561184020733952;1280940925800325120
1344561188189958146;1329145471856685057
1344561188206764032;1260323086555119616
1344561188206764032;1295719097943105536
1344561188194009089;1260995950526386176
1344561188189990913;778031888686387200
1344561192388472832;15669672
1344561192409305091;1326713687927885824
1344561196599541760;894838094016516097
1344561196582772736;1064647289023672322
1344561196591144961;75434499
1344561196574367745;1344538446916890625
1344561196574367745;1039833297751302144
1344561196574367745;1227617073171517442
1344561200768688129;817037845
1344561200772866048;429958643
1344561200772866048;62824322
1344561200793853952;1246438873598758914
1344561200793853952;1269048465285419008
1344561200781258752;1190588105843183617
1344561200772902912;1210648411864797186
1344561200781094912;1291647588999946240
1344561200764338178;1338164616078241792
1344561200764338178;1313516049149521920
1344561200764338178;1299326326898221060
1344561200764338178;1106053662537859077
1344561200764338178;335141638
1344561200764338178;1312426611363524608
1344561200764338178;1266111580124647426
1344561200764338178;1109463880646877184
1344561200764338178;1312545951639195648
1344561200764338178;1318980347699355650
1344561200764338178;1287720610009944065
1344561200764338178;1318918477478912002
1344561200764338178;1298306314842435584
1344561209174056960;960238875183599617
1344561209174056960;968024669545750528
1344561209174056960;1330583175735767045
1344561209174056960;1040930448719990784
1344561213355794432;1323102547377270789
1344561213368365057;344718893
1344561213368365057;41103933
1344561213364027394;2450761472
1344561213364027394;18748155
1344561217550118912;150964129
1344561217554108418;1081814151897513984
1344561217537363969;1343193085249929216
1344561217570947073;1330198265766227971
1344561221748473856;1325263244957642752
1344561221740085248;1330705240996278272
1344561221740032001;379029145
1344561230137024512;1000046676470464512
1344561230137024512;66075416
1344561234339917831;832253381783740416
1344561234331402241;1270921593053536258
1344561234331402241;1269730122090725376
1344561234331402241;1130953099428925440
1344561234335522819;1038462769379598336
1344561234323058688;179544050
1344561238525706241;1318434818040897536
1344561238513127424;1199771958482800640
1344561242703335428;1135971953993572352
1344561242736709635;1928971482
1344561246897643520;3792506243
1344561246935257089;4575890427
1344561246935257089;1225894809468121090
1344561251108724737;1065983552
1344561251117101056;1278421043099697155
1344561251117101056;1280631477018005511
1344561251096141826;1050373108987621379
1344561251096141826;1251661393532801024
1344561251096141826;1252024395347918853
1344561251096141826;1295657405745946624
1344561251096141826;1208690043633709056
1344561251096141826;1088093358126497792
1344561251100160001;134758540
1344561251091845120;1247062397837127682
1344561255324000257;951851691296489472
1344561255323897856;1245327186887733248
1344561255302922241;827657443505295360
1344561255302922241;1017243788635357184
1344561259513954304;1341367991858987008
1344561263683252224;29659071
1344561263683252224;335891133
1344561263683252224;239885144
1344561263712432128;1338737732839899137
1344561267881762816;1309202601704071174
1344561267906912256;1246887981039980545
1344561267873202176;1039366150763638784
1344561267881644032;1365843415
1344561267881644032;47130417
1344561272071876609;175838439
1344561276282937344;52042036
1344561280481452034;842558553424642050
1344561280481452034;1173582758360289281
1344561280489836544;600453888
1344561280485568513;1249698291568132096
1344561280477241344;1689481806
1344561280464535553;1246638209238351873
1344561284662972416;1300394489039720451
1344561284662972416;1072122176537530368
1344561284675555329;1397501864
1344561284675555329;11134252
1344561284675555329;25073877
1344561288853266432;2761494666
1344561288853266432;976494844200869888
1344561288853204992;1253163066159706113
1344561288878419969;720315857356910592
1344561288853278720;75502982
1344561288865714176;1324632794815844352
1344561288861474818;1325674185008541696
1344561293068554241;770793828441874432
1344561293039001600;1081348582496714752
1344561297246085120;1251458354628747271
1344561301427666945;1097487751773966338
1344561301461245952;1036199539559079938
1344561301448654849;994604171193024515
1344561309849948161;135465277
1344561309849948161;1188882447523598337
1344561309832994816;497340309
1344561309832994816;1307474074021617669
1344561314010689537;953795994
1344561314018988032;1312347136260939777
1344561314027479040;1026764504820903936
1344561318213394432;903107726104027136
1344561318204821504;755689603
1344561318234230787;1293747778229866496
1344561318234230787;875208486304583680
1344561318217408513;14173315
1344561322428665859;932206319934648320
1344561322399207424;992080866200309760
1344561322395111425;320347395
1344561322395111425;239098915
1344561322424324096;1330115365872013312
1344561322420183040;1280085238471725057
1344561326597820417;1259783911707521025
1344561326627151873;1332214974798696448
1344561326627151873;4586793073
1344561326627151873;147039284
1344561326589411328;1306921671266316288
1344561326589411328;212973087
1344561326610268160;1224859906043330560
1344561330800488449;2955272485
1344561330804699142;932541863227219968
1344561330821476357;764753160
1344561330821476357;7587032
1344561330808901632;1272607533455355906
1344561335003131905;4105921839
1344561335003070465;1338724715288883200
1344561335007391744;935380582896250880
1344561343400067073;818910970567344128
1344561347565117440;425318480
1344561347565117440;752027660
1344561347565117440;1178070604840423427
1344561347565117440;90806116
1344561347586105344;176315627
1344561347577700352;319204577
1344561347598671873;16852067
1344561347590316032;1343144112124383233
1344561347590316032;1289076141798625280
1344561347560935425;1647679754
1344561347598680065;972651
1344561347594387456;1344464120792289282
1344561351792893952;1025274127383494656
1344561351767674882;1296353992608366593
1344561351792988161;3438659993
1344561351792988161;17537467
1344561355982921728;1288917116008235010
1344561355982921728;1059414486862295040
